objectID,title,artistDisplayName,inferred_gender,century,medium_category,img_width,img_height,aspect_ratio,score_set_1_masterpiece,score_set_2_quality,score_set_3_influence,mean_value_score
436001,"Jo, La Belle Irlandaise",Gustave Courbet,male,19th c. CE,painting,600,509,1.18,-0.00029315240681171417,0.009047863073647022,-0.016527867293916643,-0.0025910522090271115
436037,The Judgment of Paris,Lucas Cranach the Elder,male,16th c. CE,painting,446,625,0.71,-0.012212160974740982,0.3198022320866585,-0.0004791188985109329,0.10237031740446885
436180,The Natchez,Eugène Delacroix,male,19th c. CE,painting,600,467,1.28,-0.006296718027442694,0.01723757851868868,0.002895088109653443,0.004611982866966476
436533,Shoes,Vincent van Gogh,male,19th c. CE,painting,599,501,1.2,-0.0004913853481411934,-9.269639849662781e-05,-0.0013171150349080563,-0.0006337322605152925
206989,Commode à vantaux,David Roentgen,male,18th c. CE,sculpture,600,480,1.25,-0.001812265909393318,0.025106824148679152,-0.8864710871421266,-0.2877255096342803
372898,Draped Figure Reclining,James McNeill Whistler,male,19th c. CE,print,599,418,1.43,0.004064508713781834,0.0092110795667395,0.007478864281438291,0.006918150853986542
436155,The Rehearsal of the Ballet Onstage,Edgar Degas,male,19th c. CE,painting,599,447,1.34,-0.0022751111537218094,0.0064284829422831535,-0.000372139154933393,0.0012604108778759837
437531,"Portrait of a Woman, Probably Susanna Lunden (Susanna Fourment, 1599–1628)",Peter Paul Rubens,male,17th c. CE,painting,489,624,0.78,-0.0007212928030639887,-0.03225906565785408,-0.0008008552249521017,-0.011260404561956724
437315,Fan Mount: The Cabbage Gatherers,Camille Pissarro,male,19th c. CE,other,598,303,1.97,-0.0012405591551214457,-0.016681113746017218,0.0013082032091915607,-0.0055378232306490345
435868,The Card Players,Paul Cézanne,male,19th c. CE,painting,599,477,1.26,-0.0015864268643781543,0.0004009935073554516,-0.0004837336018681526,-0.0005563889862969518
459080,Erasmus of Rotterdam,Hans Holbein the Younger,male,16th c. CE,painting,482,624,0.77,-0.0022531552240252495,-9.70344990491867e-05,-0.004099285986740142,-0.0021498252366048596
436143,Fan Mount: The Ballet,Edgar Degas,male,19th c. CE,drawing_paper,599,320,1.87,-0.021089805755764246,0.03029439621604979,-0.008056685561314225,0.0003826349663237731
337075,Lucretia,Raphael (Raffaello Sanzio or Santi),male,16th c. CE,drawing_paper,456,624,0.73,-0.012151675298810005,0.042186112026683986,-0.010844609700143337,0.006396609009243548
267019,"American Barque ""Jane Tudor,"" Conway Bay",David Johnson,male,19th c. CE,print,600,497,1.21,-0.0007822226616553962,0.0006003929884172976,-0.0092515806099982,-0.0031444700944120996
437394,Aristotle with a Bust of Homer,Rembrandt (Rembrandt van Rijn),male,17th c. CE,painting,592,624,0.95,-0.0006799967959523201,0.04252986144274473,0.0017556882958160713,0.014535184314202828
397771,"Funereal Folly, from ""The Disparates"" (Follies / Irrationalities)",Goya (Francisco de Goya y Lucientes),male,19th c. CE,print,599,416,1.44,-0.0025105545937549323,0.0025479505420662463,-0.0003955136053264141,-0.0001193725523383667
334025,"A partly naked woman seated by a stream; page 32 from the ""Images of Spain"" Album (F)",Goya (Francisco de Goya y Lucientes),male,19th c. CE,drawing_paper,438,624,0.7,-0.002064105705358088,-0.0014833551831543446,-0.000632511917501688,-0.0013933242686713736
436554,Bullfight in a Divided Ring,Goya (Francisco de Goya y Lucientes),male,19th c. CE,painting,600,474,1.27,-0.009525490459054708,0.03252417407929897,-0.0011128834448754787,0.007295266725122929
435922,Salisbury Cathedral from the Bishop's Grounds,John Constable,male,19th c. CE,painting,599,472,1.27,-0.00225436023902148,0.04764917306602001,-3.2081035897135735e-05,0.015120910597033799
436529,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",Vincent van Gogh,male,19th c. CE,painting,496,624,0.79,2.3996166419237852e-05,-0.01552352448925376,-0.003361312614288181,-0.006286946979040901
438820,Young Ladies of the Village,Gustave Courbet,male,19th c. CE,painting,600,448,1.34,-0.009700429160147905,0.033883088268339634,0.0023852365848142654,0.008855965231001997
436105,The Death of Socrates,Jacques Louis David,male,18th c. CE,painting,599,399,1.5,-0.010300388559699059,0.047093601897358894,0.0035470040747895837,0.01344673913748314
459078,Nymph of the Spring,Lucas Cranach the Younger,male,16th c. CE,painting,600,453,1.32,0.0156580600887537,0.13280062470585108,0.003103833645582199,0.05052083948006233
437654,Circus Sideshow (Parade de cirque),Georges Seurat,male,19th c. CE,painting,600,401,1.5,-0.019582556560635567,0.21631647646427155,-0.0006944406777620316,0.06534649307529132
436176,Christ Asleep during the Tempest,Eugène Delacroix,male,19th c. CE,painting,600,494,1.21,-0.005528781679458916,0.0007391571998596191,-0.0012603290379047394,-0.0020166511725013456
388376,Embroidery Pattern with Seven Six-pointed Stars and Four Corner Pieces,Albrecht Dürer,male,16th c. CE,print,491,625,0.79,-0.00493921188171953,0.0023297483567148447,-0.8773088892921805,-0.2933061176057284
437827,Venus and the Lute Player,Titian,male,16th c. CE,painting,600,486,1.23,-0.030537139624357224,0.48483332386240363,0.010162240301724523,0.1548194748465903
436947,Boating,Edouard Manet,male,19th c. CE,painting,599,457,1.31,-0.0074711572378873825,0.17263846099376678,0.002360248239710927,0.05584251733186344
436543,Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),Goya (Francisco de Goya y Lucientes),male,19th c. CE,painting,505,625,0.81,-0.0010108244605362415,-0.00723082572221756,0.0003678309731185436,-0.0026246064032117524
436135,Dancer with a Fan,Edgar Degas,male,19th c. CE,other,445,625,0.71,-0.0028530204435810447,-0.001014599110931158,-0.00896470807492733,-0.004277442543146511
436325,The Stolen Kiss,Jean Honoré Fragonard,male,18th c. CE,painting,599,456,1.31,-0.005579984514042735,0.03628781670704484,-0.00206817255821079,0.009546553211597105
372704,Draped Figure Reclining,James McNeill Whistler,male,19th c. CE,print,599,391,1.53,0.005381025839596987,0.005073417443782091,0.005938736721873283,0.005464393335084121
438821,Ia Orana Maria (Hail Mary),Paul Gauguin,male,19th c. CE,painting,491,624,0.79,-0.0007363588083535433,0.002907323185354471,0.001107639807742089,0.0010928680615810056
624946,"Bust of St. Paul, from the Wittenberg Reliquaries",Lucas Cranach the Elder,male,15th c. CE,print,439,625,0.7,-0.004048219125252217,0.007867035921663046,-0.15667590568773448,-0.050952362963774554
334030,"A radiant female figure beset by dark spirits; page 45 from the ""Images of Spain"" Album (F)",Goya (Francisco de Goya y Lucientes),male,19th c. CE,drawing_paper,438,624,0.7,-0.0020882609533146024,0.006693227915093303,0.003229773137718439,0.0026115800331657133
437326,Blind Orion Searching for the Rising Sun,Nicolas Poussin,male,17th c. CE,painting,600,392,1.53,-0.004273925558663905,0.005318245850503445,0.0004230548511259258,0.0004891250476551553
436535,Wheat Field with Cypresses,Vincent van Gogh,male,19th c. CE,painting,599,477,1.26,-0.0050972094759345055,0.005409885197877884,-0.0016562608652748168,-0.0004478617144438128
436542,"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",Goya (Francisco de Goya y Lucientes),male,19th c. CE,painting,505,625,0.81,0.0001303704921156168,-0.02962568635120988,0.0010510506108403206,-0.009481421749417981
437873,"Philip IV (1605–1665), King of Spain",Velázquez (Diego Rodríguez de Silva y Velázquez),male,17th c. CE,painting,322,624,0.52,-0.0008700108155608177,0.0050133755430579185,-0.0012980066239833832,0.0009484527011712393
442488,The Agony in the Garden,Nicolas Poussin,male,17th c. CE,painting,492,624,0.79,-0.002085829619318247,0.015561180654913187,0.00018980540335178375,0.004555052146315575
348595,Eight Bells,Winslow Homer,male,19th c. CE,print,600,473,1.27,0.002914988435804844,-0.045825588051229715,0.01212703378405422,-0.010261188610456884
436545,Manuel Osorio Manrique de Zuñiga (1784–1792),Goya (Francisco de Goya y Lucientes),male,18th c. CE,painting,460,624,0.74,-0.0005246163345873356,0.013165927957743406,-0.005318181123584509,0.0024410434998571873
437926,Mezzetin,Antoine Watteau,male,18th c. CE,painting,491,624,0.79,0.0018773535266518593,0.0018390128389000893,0.001740831881761551,0.001819066082437833
437398,Flora,Rembrandt (Rembrandt van Rijn),male,17th c. CE,painting,574,625,0.92,-0.0014034686610102654,-0.0037789028137922287,-0.009898305521346629,-0.005026892332049708
439081,Saint Maurice,Lucas Cranach the Elder and Workshop,male,16th c. CE,painting,178,622,0.29,-0.0020300745964050293,0.07115873694419861,-0.009926818311214447,0.019733948012193043
