objectID,title,artistDisplayName,inferred_gender,century,medium_category,img_width,img_height,aspect_ratio,score_set_1_masterpiece,score_set_2_quality,score_set_3_influence,mean_value_score
436028,Bust of a Woman,Marie-Denise Villers,female,18th c. CE,painting,517,624,0.83,0.019980628043413162,-0.2560368776321411,0.0018585085636004806,-0.0780659136750425
436030,Study of a Young Woman,Peter Paul Rubens,male,19th c. CE,painting,473,624,0.76,0.08823089301586151,-0.5559746026992798,0.0013314455281943083,-0.155470754718408
436032,Bust of a Woman,Joshua Reynolds,male,16th c. CE,painting,600,206,2.91,0.010574094019830227,-0.014225950464606285,0.0006339135579764843,-0.0010059809622665246
436034,Landscape with River,Lucas Cranach the Elder,male,19th c. CE,painting,599,440,1.36,0.06410285085439682,0.013744957745075226,0.004188594873994589,0.027345467824488878
436035,Village Festival,Marie-Gabrielle Capet,female,19th c. CE,other,599,434,1.38,0.10499375313520432,0.025541657581925392,0.006298728287220001,0.04561137966811657
436036,Bust of a Woman,Thomas Gainsborough,male,17th c. CE,painting,422,624,0.68,0.02991010993719101,-0.039785236120224,0.01115371473133564,0.00042619618276755017
436037,Interior Scene,Clara Peeters,female,16th c. CE,painting,446,625,0.71,0.10886955261230469,-0.02859535999596119,0.01841168850660324,0.03289529370764891
436038,Study of a Young Woman,Vincent van Gogh,male,19th c. CE,painting,436,624,0.7,0.0216900072991848,-0.40350139141082764,-0.0007107389392331243,-0.127507374350292
436039,Studies of Hands and Drapery,Rogier van der Weyden,male,18th c. CE,painting,562,624,0.9,0.06261371821165085,0.01045694388449192,0.014587968587875366,0.02921954356133938
436044,Portrait of a Gentleman by Degas,Edgar Degas,male,17th c. CE,painting,478,625,0.76,0.012328398413956165,-0.10423430800437927,0.0031333290971815586,-0.02959086016441385
436045,Still Life with Flowers,Catharina van Hemessen,female,19th c. CE,print,436,624,0.7,-5.2055809646844864e-05,-0.05295092985033989,0.0008701688493601978,-0.01737760560354218
436046,Mythological Scene,Francisco Goya,male,17th c. CE,painting,451,624,0.72,0.00012765871360898018,-0.03877563029527664,0.0005648946389555931,-0.012694358980904022
436047,The Holy Family,Berthe Morisot,female,18th c. CE,painting,437,624,0.7,-0.016646157950162888,-0.076231449842453,0.04389249160885811,-0.016328372061252594
436048,Studies of Hands and Drapery,Judith Leyster,female,18th c. CE,painting,599,419,1.43,-0.03427538275718689,0.007058219984173775,0.021517189219594002,-0.0018999911844730377
436050,Mountain View at Sunset,Auguste Rodin,male,19th c. CE,print,600,392,1.53,0.014370100572705269,0.020485619083046913,0.00338560133241117,0.01274710699605445
436051,Interior Scene,Thomas Gainsborough,male,19th c. CE,painting,273,624,0.44,0.01579257845878601,0.04075900465250015,0.005761532578617334,0.020771038563301165
436053,The Holy Family,Lucas Cranach the Elder,male,19th c. CE,drawing_paper,564,625,0.9,0.07968257367610931,0.013079261407256126,0.003804317442700267,0.03218871750868857
436055,Mountain View at Sunset,Auguste Rodin,male,19th c. CE,other,307,625,0.49,0.021908799186348915,0.08712010085582733,0.0016839123563840985,0.03690427079952011
436056,Village Festival,Élisabeth Louise Vigée Le Brun,female,16th c. CE,painting,462,624,0.74,0.13153943419456482,0.15593421459197998,0.0012643940281122923,0.09624601427155237
436057,Bust of a Woman,Edgar Degas,male,17th c. CE,print,600,389,1.54,0.022059688344597816,-0.027129026129841805,0.00027997491997666657,-0.0015964542884224404
436058,Bust of a Woman,Jan van Eyck,male,16th c. CE,painting,514,625,0.82,3.3822165278252214e-05,-0.0009046180639415979,-0.00775828817859292,-0.002876361359085422
436060,Portrait of a Gentleman by Houdon,Jean-Antoine Houdon,male,18th c. CE,painting,600,476,1.26,0.514001727104187,-0.04962494969367981,0.0002729192201513797,0.15488323221021952
436062,Interior Scene,Lucas Cranach the Elder,male,19th c. CE,painting,599,453,1.32,0.6148802042007446,-0.07204511761665344,0.0008414657786488533,0.18122551745424667
436063,Mythological Scene,Joshua Reynolds,male,17th c. CE,drawing_paper,599,417,1.44,0.2163093537092209,-0.017750222235918045,0.005747571587562561,0.0681022343536218
436064,Saint Jerome in His Study,Judith Leyster,female,17th c. CE,painting,599,508,1.18,0.22099849581718445,-0.03253840282559395,0.0007054265588521957,0.0630551731834809
436065,Still Life with Flowers,Paul Cézanne,male,18th c. CE,painting,600,484,1.24,0.5279690623283386,-0.17242711782455444,0.00023212366795632988,0.11859135605724684
436067,Mythological Scene,Winslow Homer,male,19th c. CE,print,469,624,0.75,0.022814417257905006,0.0711434856057167,-0.19255179166793823,-0.03286462960143884
436069,Bust of a Woman,Rosalba Carriera,female,20th c. CE,painting,600,478,1.26,0.011234726756811142,-0.014204055070877075,0.00871602725237608,0.0019155663127700488
436070,The Holy Family,Marie-Denise Villers,female,19th c. CE,other,599,475,1.26,0.016359252855181694,-0.006785353645682335,0.004669842775911093,0.004747913995136817
436073,Landscape with River,Marie-Denise Villers,female,19th c. CE,painting,599,530,1.13,-0.001217434648424387,-0.0005270198453217745,0.011869460344314575,0.0033750019501894712
436078,Still Life with Flowers,Hans Holbein the Younger,male,17th c. CE,drawing_paper,468,624,0.75,0.7471960186958313,0.042306311428546906,0.0021701492369174957,0.2638908264537652
436080,Interior Scene,Marie-Gabrielle Capet,female,19th c. CE,painting,598,346,1.73,0.17241762578487396,-0.2612077593803406,0.0005648420192301273,-0.02940843052541216
436081,Mountain View at Sunset,Francisco Goya,male,19th c. CE,painting,598,339,1.76,0.07430172711610794,-0.1588008850812912,0.0032093243207782507,-0.02709661121480167
436083,Still Life with Flowers,Judith Leyster,female,16th c. CE,other,599,331,1.81,0.14464356005191803,-0.0793161690235138,0.0013024760410189629,0.022209955689807732
436085,Bust of a Woman,Joshua Reynolds,male,17th c. CE,print,599,416,1.44,0.21801339089870453,0.03833088278770447,0.0009189248085021973,0.08575439949830373
436086,Saint Jerome in His Study,Edgar Degas,male,19th c. CE,other,599,344,1.74,0.12006130069494247,-0.22904114425182343,0.0005628236685879529,-0.036139006629431
436089,Saint Jerome in His Study,Édouard Manet,male,18th c. CE,painting,599,372,1.61,0.06852048635482788,-0.2732526659965515,0.00036060798447579145,-0.06812385721908261
436090,Portrait of a Noblewoman by Elder,Lucas Cranach the Elder,male,16th c. CE,other,473,624,0.76,0.1356745958328247,-0.06269150227308273,0.0005569462664425373,0.02451334660872817
436093,Bust of a Woman,Vincent van Gogh,male,18th c. CE,painting,488,625,0.78,-0.0981421023607254,-0.5694625377655029,5.107623292133212e-05,-0.22251785463110232
436095,Portrait of a Gentleman by Elder,Lucas Cranach the Elder,male,18th c. CE,painting,600,437,1.37,0.08183294534683228,-0.10302279889583588,0.0003948917437810451,-0.006931653935074185
436100,Bust of a Woman,Claude Monet,male,15th c. CE,print,481,624,0.77,0.22908064723014832,-0.012264888733625412,0.005890331696718931,0.07423536339774728
436101,Studies of Hands and Drapery,J.M.W. Turner,male,19th c. CE,painting,480,624,0.77,0.724590539932251,0.038987353444099426,0.012868010438978672,0.2588153012717764
436103,Landscape with River,Auguste Rodin,male,18th c. CE,print,518,625,0.83,0.7600679993629456,0.025502454489469528,0.0035560911055654287,0.2630421816526602
436104,Landscape with River,Vincent van Gogh,male,20th c. CE,print,599,577,1.04,0.4705166220664978,-0.03394252061843872,0.002942115068435669,0.14650540550549826
436105,Village Festival,John Singer Sargent,male,17th c. CE,painting,599,399,1.5,0.2258397936820984,-0.07375016808509827,0.0005605192855000496,0.05088338162750006
436106,Study of a Young Woman,Anne Vallayer-Coster,female,18th c. CE,painting,474,624,0.76,0.7728345990180969,0.0038156788796186447,0.0038864354137331247,0.2601789044371496
436109,Saint Jerome in His Study,Auguste Rodin,male,16th c. CE,painting,569,625,0.91,0.04277105629444122,-0.06836991012096405,-0.013712719082832336,-0.013103857636451721
436114,Interior Scene,Marie-Denise Villers,female,19th c. CE,painting,599,445,1.35,-0.07582778483629227,-0.45607683062553406,0.0005911903572268784,-0.17710447503486648
436115,Portrait of a Noblewoman by Sargent,John Singer Sargent,male,19th c. CE,painting,497,624,0.8,0.03854897618293762,-0.39069032669067383,0.0002592188830021769,-0.11729404387491134
436118,Mountain View at Sunset,Peter Paul Rubens,male,19th c. CE,painting,599,462,1.3,0.03133239597082138,-0.16481022536754608,0.0003768694878090173,-0.04436698663630523
436119,Still Life with Flowers,Édouard Manet,male,18th c. CE,print,600,423,1.42,0.034548319876194,-0.8253991603851318,0.00010426587687106803,-0.26358219154402224
436121,Mountain View at Sunset,Catharina van Hemessen,female,19th c. CE,painting,600,488,1.23,0.5421739220619202,-0.09022054076194763,0.00935291312634945,0.153768764808774
436123,Studies of Hands and Drapery,Édouard Manet,male,16th c. CE,painting,516,624,0.83,0.043486326932907104,-0.2058473378419876,0.0016310698119923472,-0.05357664703236272
436124,Saint Jerome in His Study,Lucas Cranach the Elder,male,17th c. CE,painting,511,624,0.82,0.0009196137543767691,-0.035376254469156265,0.0021561463363468647,-0.010766831459477544
436126,Portrait of a Gentleman by Labille-Guiard,Adélaïde Labille-Guiard,female,19th c. CE,painting,599,534,1.12,0.0030780909582972527,-0.3725607097148895,0.0016651595942676067,-0.12260581972077489
436127,Mountain View at Sunset,Francisco Goya,male,19th c. CE,print,435,624,0.7,-0.0356924794614315,-0.24616023898124695,0.0003871031804010272,-0.09382187175409247
436128,Saint Jerome in His Study,Rembrandt van Rijn,male,15th c. CE,other,496,624,0.79,0.10454361140727997,-0.03885578364133835,0.009503236971795559,0.025063688245912392
436132,Bust of a Woman,Rogier van der Weyden,male,16th c. CE,sculpture,551,625,0.88,0.1889779418706894,0.015117477625608444,0.0030091344378888607,0.06903485131139557
436134,Study of a Young Woman,Albrecht Dürer,male,20th c. CE,painting,599,473,1.27,0.04267468675971031,-0.1570027470588684,0.006503221578896046,-0.03594161290675402
436138,Still Life with Flowers,Jan van Eyck,male,17th c. CE,painting,600,262,2.29,-0.005069083068519831,-0.09492000937461853,0.000923245563171804,-0.033021948959988855
436139,Portrait of a Gentleman by Morisot,Berthe Morisot,female,19th c. CE,painting,599,554,1.08,-0.01283399760723114,-0.038893021643161774,0.007412807084619999,-0.014771404055257639
436140,Landscape with River,Jean-Antoine Houdon,male,19th c. CE,print,567,625,0.91,0.05586804822087288,-0.06070024520158768,0.0009103887132368982,-0.0013072694224926333
436142,Portrait of a Gentleman by Kauffman,Angelica Kauffman,female,18th c. CE,painting,598,313,1.91,0.008154802024364471,0.002061803825199604,0.004253127612173557,0.004823244487245877
436145,Landscape with River,Mary Cassatt,female,16th c. CE,painting,505,625,0.81,0.00535072386264801,-0.040132809430360794,0.004906744230538607,-0.009958447112391392
436151,Studies of Hands and Drapery,Lucas Cranach the Elder,male,17th c. CE,painting,600,449,1.34,-0.16212238371372223,0.00635512825101614,0.010208796709775925,-0.04851948625097672
436152,Interior Scene,Édouard Manet,male,16th c. CE,painting,496,625,0.79,0.095502108335495,-0.09851203858852386,0.005052756052464247,0.0006809419331451257
436153,Allegory of Spring,Judith Leyster,female,18th c. CE,painting,514,624,0.82,0.027072366327047348,-0.3322208821773529,0.0011883104452863336,-0.10132006846833974
436157,Portrait of a Gentleman by Monet,Claude Monet,male,19th c. CE,painting,473,625,0.76,-0.019569016993045807,-0.006212655454874039,0.00788354966789484,-0.005966040926675002
436159,Mythological Scene,Rosalba Carriera,female,19th c. CE,other,485,624,0.78,0.006326610222458839,-0.06792546808719635,0.006851987913250923,-0.01824895665049553
436162,Portrait of a Noblewoman by Reynolds,Joshua Reynolds,male,19th c. CE,painting,599,427,1.4,-0.11704273521900177,-0.4953695833683014,0.011197060346603394,-0.20040508608023325
436163,Mythological Scene,Berthe Morisot,female,18th c. CE,other,596,624,0.96,0.019284091889858246,-0.0786992609500885,0.000524861563462764,-0.019630102498922497
436164,Study of a Young Woman,Francisco Goya,male,16th c. CE,painting,599,461,1.3,-0.004150506108999252,-0.02782188355922699,0.004457305185496807,-0.009171694827576479
436165,Portrait of a Noblewoman by Cézanne,Paul Cézanne,male,19th c. CE,painting,405,624,0.65,0.0019405982457101345,-0.0784023180603981,0.011142188683152199,-0.021773177043845255
436166,Portrait of a Gentleman by Gentileschi,Artemisia Gentileschi,female,17th c. CE,painting,472,624,0.76,-0.0055281780660152435,-0.03801029920578003,0.006878440268337727,-0.01222001233448585
436167,Study of a Young Woman,Suzanne Valadon,female,17th c. CE,painting,599,508,1.18,0.030200084671378136,0.00495123490691185,0.031468573957681656,0.022206631178657215
436170,Bust of a Woman,Angelica Kauffman,female,19th c. CE,painting,470,625,0.75,0.06565659493207932,-0.09659226983785629,0.00316051859408617,-0.009258385437230269
436171,Saint Jerome in His Study,Jean-Antoine Houdon,male,15th c. CE,painting,599,412,1.45,0.065925233066082,0.012830877676606178,0.012788678519427776,0.03051492975403865
436174,Portrait of a Gentleman by Dürer,Albrecht Dürer,male,19th c. CE,painting,455,624,0.73,-0.024684319272637367,-0.7877496480941772,0.0001858540199464187,-0.27074937111562275
436176,The Holy Family,Claude Monet,male,19th c. CE,painting,600,494,1.21,0.1041291356086731,-0.030294079333543777,0.0017803923692554235,0.025205149548128247
436177,Still Life with Flowers,Sofonisba Anguissola,female,18th c. CE,painting,600,495,1.21,0.020807761698961258,-0.08876017481088638,6.98036456014961e-05,-0.022627536488774542
436178,Still Life with Flowers,Auguste Rodin,male,20th c. CE,painting,454,624,0.73,-0.01511328388005495,-0.6018538475036621,1.8198963516624644e-05,-0.2056496441400668
436179,Mountain View at Sunset,Peter Paul Rubens,male,16th c. CE,painting,512,624,0.82,0.031640857458114624,-0.3645135760307312,-0.0009016025578603148,-0.1112581070434923
436182,Portrait of a Noblewoman by Rubens,Peter Paul Rubens,male,20th c. CE,painting,600,467,1.28,0.4760270118713379,-0.028737809509038925,0.0013817247236147523,0.14955697569530457
436186,Study of a Young Woman,Édouard Manet,male,19th c. CE,print,448,624,0.72,0.13132014870643616,0.5292084217071533,-0.03871505334973335,0.2072711723546187
436188,Bust of a Woman,Claude Monet,male,18th c. CE,painting,599,342,1.75,0.0014987029135227203,8.240332681452855e-05,0.0010249881306663156,0.0008686981236678548
436189,Village Festival,Anthony van Dyck,male,17th c. CE,painting,478,625,0.76,0.005815682467073202,-0.038283590227365494,0.0013247164897620678,-0.010381063756843409
436191,Studies of Hands and Drapery,Camille Claudel,female,19th c. CE,painting,372,625,0.6,0.603247880935669,0.07729347050189972,0.0005182086024433374,0.22701985334667066
436193,Study of a Young Woman,Marie-Gabrielle Capet,female,19th c. CE,painting,600,486,1.23,0.24500863254070282,-0.03419769927859306,0.0011516910744830966,0.07065420811219762
436198,Interior Scene,Jean-Antoine Houdon,male,19th c. CE,painting,528,624,0.85,0.08525825291872025,-0.011915728449821472,0.00010176906653214246,0.02448143117847697
436199,Bust of a Woman,Vincent van Gogh,male,19th c. CE,print,600,488,1.23,0.14526429772377014,-0.042482245713472366,0.0004883522633463144,0.034423468091214694
436201,The Holy Family,Francisco Goya,male,16th c. CE,painting,599,599,1.0,0.4627220630645752,0.04302620142698288,0.000778039509896189,0.16884210133381808
436202,Studies of Hands and Drapery,Vincent van Gogh,male,16th c. CE,painting,451,624,0.72,0.0006196611793711782,0.0013649957254529,0.00105945800896734,0.001014704971263806
436203,Portrait of a Gentleman by Houdon,Jean-Antoine Houdon,male,19th c. CE,print,600,475,1.26,0.5481463074684143,0.03802277520298958,0.0030550931114703417,0.19640805859429142
436209,Study of a Young Woman,Joshua Reynolds,male,16th c. CE,painting,563,625,0.9,0.008470013737678528,-0.21043381094932556,-0.0007351528620347381,-0.06756631669122726
436210,Portrait of a Gentleman by Sargent,John Singer Sargent,male,18th c. CE,painting,499,624,0.8,0.037358809262514114,-0.5256587862968445,-0.0035046152770519257,-0.1639348641037941
436214,Landscape with River,Anthony van Dyck,male,19th c. CE,painting,482,624,0.77,0.07762565463781357,-0.05603977292776108,-0.0009983070194721222,0.006862524896860123
436215,The Holy Family,Anne Vallayer-Coster,female,17th c. CE,painting,500,624,0.8,0.4524308443069458,0.12841582298278809,0.007369654718786478,0.19607210733617345
436216,Portrait of a Gentleman by Rijn,Rembrandt van Rijn,male,17th c. CE,print,499,624,0.8,0.27407702803611755,-0.18141227960586548,-0.0001834734866861254,0.030827091647855315
436222,Interior Scene,Jan van Eyck,male,16th c. CE,painting,419,625,0.67,0.23637059330940247,0.34720706939697266,0.0024141580797731876,0.1953306069287161
436223,Allegory of Spring,Joshua Reynolds,male,18th c. CE,painting,599,408,1.47,0.03191592916846275,-0.02903529442846775,0.0011822286760434508,0.0013542878053461511
436224,Mythological Scene,Peter Paul Rubens,male,17th c. CE,painting,599,412,1.45,0.33263251185417175,-0.03705096244812012,0.0030653297435492277,0.09954895971653362
436225,Studies of Hands and Drapery,J.M.W. Turner,male,17th c. CE,print,600,412,1.46,0.0012928968062624335,-0.0006372855277732015,0.00045741538633592427,0.00037100888827505213
436227,Self-Portrait,Édouard Manet,male,18th c. CE,painting,600,409,1.47,0.003446650691330433,-0.0007683821604587138,0.0003096453147009015,0.0009959712818575401
436228,Allegory of Spring,Peter Paul Rubens,male,19th c. CE,painting,599,410,1.46,0.00012049287761328742,-0.00010431542614242062,6.454266258515418e-05,2.6906704685340326e-05
436229,Study of a Young Woman,Suzanne Valadon,female,19th c. CE,painting,600,379,1.58,0.022090958431363106,-0.04415472596883774,1.0131377166544553e-05,-0.007351212053436029
436234,Village Festival,Paul Cézanne,male,17th c. CE,print,487,624,0.78,0.00022659817477688193,-0.0007584590930491686,0.0017175349639728665,0.0003952246819001933
436235,Mythological Scene,Rembrandt van Rijn,male,19th c. CE,painting,504,624,0.81,0.13349750638008118,0.01262056827545166,0.0026226681657135487,0.04958024760708213
436238,Landscape with River,Joshua Reynolds,male,19th c. CE,painting,504,624,0.81,0.038924701511859894,0.001893848180770874,0.013569347560405731,0.0181292990843455
436242,Allegory of Spring,Jan van Eyck,male,19th c. CE,painting,591,624,0.95,0.00017119508993346244,-0.005715209059417248,-0.006935120094567537,-0.0041597113546837745
436246,Landscape with River,Rosa Bonheur,female,18th c. CE,painting,474,624,0.76,0.024558689445257187,-0.20351704955101013,0.0018099555745720863,-0.059049468177060284
436252,Allegory of Spring,J.M.W. Turner,male,19th c. CE,other,378,624,0.61,0.08400707691907883,0.06298340111970901,0.0015501895686611533,0.04951355586914966
436253,Portrait of a Noblewoman by Monet,Claude Monet,male,17th c. CE,painting,518,625,0.83,0.1105702593922615,-0.1721559464931488,0.002224203199148178,-0.019787161300579708
436256,Bust of a Woman,Anthony van Dyck,male,20th c. CE,print,381,625,0.61,0.06794679909944534,0.008787955157458782,0.0005179394502192736,0.025750897902374465
436259,Allegory of Spring,Jean-Antoine Houdon,male,16th c. CE,painting,461,624,0.74,0.07317977398633957,-0.16981856524944305,0.002946631982922554,-0.03123071976006031
436260,Portrait of a Noblewoman by Peeters,Clara Peeters,female,19th c. CE,drawing_paper,495,624,0.79,0.017164621502161026,-0.01704048365354538,0.00646112859249115,0.0021950888137022653
436261,Bust of a Woman,Vincent van Gogh,male,20th c. CE,painting,484,625,0.77,0.43003812432289124,0.07390069961547852,0.0021041741129010916,0.1686809993504236
436262,Self-Portrait,Thomas Gainsborough,male,16th c. CE,painting,524,624,0.84,0.4975666403770447,0.20005929470062256,0.00046010760706849396,0.23269534756157859
436263,Saint Jerome in His Study,Vincent van Gogh,male,18th c. CE,painting,541,625,0.87,0.2894596457481384,-0.05257044732570648,0.0032826405949890614,0.08005727967247367
436265,Allegory of Spring,Harriet Hosmer,female,19th c. CE,painting,500,624,0.8,0.00030933646485209465,-0.03869955986738205,0.008319334127008915,-0.010023629758507013
436266,Saint Jerome in His Study,Diego Velázquez,male,19th c. CE,painting,599,472,1.27,0.13809098303318024,-0.037031304091215134,0.00013290325296111405,0.033730860731642075
436267,Self-Portrait,Anne Vallayer-Coster,female,19th c. CE,painting,600,492,1.22,0.023976286873221397,-0.402683287858963,-3.9009286410873756e-05,-0.1262486700907175
436268,Portrait of a Gentleman by Leyster,Judith Leyster,female,17th c. CE,drawing_paper,477,624,0.76,0.2604665160179138,0.17954716086387634,-0.00025108782574534416,0.14658752968534827
436269,Portrait of a Noblewoman by Younger,Hans Holbein the Younger,male,17th c. CE,painting,478,625,0.76,0.15459899604320526,-0.015395265072584152,-0.000566140515729785,0.04621253015163044
436270,Study of a Young Woman,Hans Holbein the Younger,male,19th c. CE,painting,566,624,0.91,0.02262333780527115,-0.48459547758102417,-6.629472773056477e-05,-0.1540128115011612
436272,The Holy Family,Auguste Rodin,male,19th c. CE,print,599,553,1.08,0.3441593647003174,-0.001061033457517624,0.024234645068645477,0.12244432543714841
436273,Village Festival,Auguste Rodin,male,20th c. CE,painting,449,624,0.72,0.013579202815890312,0.037046559154987335,-0.012351484969258308,0.012758092333873114
436275,Self-Portrait,Édouard Manet,male,18th c. CE,painting,537,624,0.86,0.0001430699194315821,0.0001154672063421458,-0.00019199372036382556,2.218113513663411e-05
436277,Bust of a Woman,Paul Cézanne,male,19th c. CE,painting,499,624,0.8,0.021692877635359764,-0.032581791281700134,0.0027997158467769623,-0.002696399266521136
436278,Study of a Young Woman,Thomas Gainsborough,male,19th c. CE,painting,600,485,1.24,0.3342067003250122,-0.1364004909992218,0.0005670241080224514,0.06612441114460428
436280,Portrait of a Noblewoman by Gogh,Vincent van Gogh,male,19th c. CE,print,457,625,0.73,0.0009507234208285809,0.009280234575271606,0.017123371362686157,0.009118109786262115
436281,Bust of a Woman,Edmonia Lewis,female,17th c. CE,painting,468,624,0.75,0.0187120009213686,0.05174030363559723,-0.028966430574655533,0.013828624660770098
436283,Mountain View at Sunset,Vincent van Gogh,male,16th c. CE,painting,335,624,0.54,0.4808250069618225,0.03349782153964043,0.005754544865339994,0.17335912445560098
436284,Interior Scene,Jean-Antoine Houdon,male,18th c. CE,painting,509,624,0.82,-0.057710327208042145,-0.27427586913108826,0.006581827998161316,-0.10846812278032303
436286,Landscape with River,Winslow Homer,male,18th c. CE,painting,430,624,0.69,0.00943383015692234,-0.056078482419252396,0.00027610070537775755,-0.015456183852317432
436287,Mountain View at Sunset,Marie-Gabrielle Capet,female,18th c. CE,painting,450,624,0.72,0.017366796731948853,-0.03421774134039879,0.011632262729108334,-0.0017395606264472008
436288,Village Festival,Joshua Reynolds,male,17th c. CE,print,455,624,0.73,0.07183636724948883,-0.05018378421664238,5.1300477935001254e-05,0.00723462783692715
436289,Interior Scene,Jan van Eyck,male,18th c. CE,painting,544,624,0.87,0.0011084862053394318,0.00228535826317966,0.002856889506801963,0.002083577991773685
436290,Allegory of Spring,Edgar Degas,male,15th c. CE,drawing_paper,464,624,0.74,0.23620988428592682,0.19649738073349,-0.03501114249229431,0.1325653741757075
436291,Landscape with River,Joshua Reynolds,male,16th c. CE,painting,482,624,0.77,0.02443014830350876,0.007505382411181927,-0.0041658650152385235,0.00925655523315072
436292,Landscape with River,Hans Holbein the Younger,male,19th c. CE,painting,599,503,1.19,0.6240889430046082,-0.032311342656612396,0.00022036995505914092,0.19733265676768497
436293,Village Festival,Harriet Hosmer,female,17th c. CE,painting,516,625,0.83,0.3555999994277954,-0.19322806596755981,-0.00017095451767090708,0.0540669929808549
436294,Mountain View at Sunset,J.M.W. Turner,male,16th c. CE,painting,599,499,1.2,0.39856627583503723,0.005855251103639603,6.726128049194813e-05,0.13482959607305625
436298,Saint Jerome in His Study,Thomas Gainsborough,male,19th c. CE,painting,518,624,0.83,0.05396204814314842,0.07749979197978973,-0.0033122128807008266,0.04271654241407911
436299,Mythological Scene,Edgar Degas,male,16th c. CE,print,468,624,0.75,0.015152505598962307,0.01557950209826231,0.012275079265236855,0.014335695654153824
436300,Mountain View at Sunset,Claude Monet,male,16th c. CE,painting,258,625,0.41,-0.00029143417486920953,0.0018357178196310997,0.0005618997965939343,0.0007020611471186081
436301,Allegory of Spring,Marie-Gabrielle Capet,female,18th c. CE,drawing_paper,467,625,0.75,0.03356003761291504,-0.1350974291563034,4.832371632801369e-05,-0.03382968927568678
436302,Bust of a Woman,Rembrandt van Rijn,male,18th c. CE,painting,451,624,0.72,0.02485470101237297,-0.05269116163253784,-0.0005586464540101588,-0.009465035691391677
436305,Studies of Hands and Drapery,Albrecht Dürer,male,20th c. CE,print,600,468,1.28,0.181221604347229,-0.013556372374296188,-0.007372449617832899,0.05343092745169997
436306,Mythological Scene,Jan van Eyck,male,18th c. CE,print,512,624,0.82,-0.0001599056413397193,-0.005149254575371742,-0.00013685938029084355,-0.001815339865667435
436307,Self-Portrait,Edgar Degas,male,17th c. CE,print,600,462,1.3,0.08896125853061676,-0.12509490549564362,0.0001838251482695341,-0.011983273938919107
436311,Self-Portrait,Hans Holbein the Younger,male,16th c. CE,painting,459,624,0.74,0.33908918499946594,0.03657956421375275,0.012670004740357399,0.1294462513178587
436314,The Holy Family,Diego Velázquez,male,19th c. CE,painting,497,624,0.8,0.00501700583845377,-0.013767043128609657,-0.0017996381502598524,-0.00351655848013858
436315,Still Life with Flowers,Hans Holbein the Younger,male,19th c. CE,painting,491,625,0.79,0.0008859176305122674,0.001335900742560625,-0.001520575606264174,0.00023374758893623948
