objectID,title,artistDisplayName,inferred_gender,century,medium_category,img_width,img_height,aspect_ratio,score_set_1_masterpiece,score_set_2_quality,score_set_3_influence,mean_value_score
310364,Vessel with mythological scene,Metropolitan Painter,unknown,7th c. CE,other,462,625,0.74,-0.002848217962309718,0.043184299021959305,-0.7642195820808411,-0.24129450034039715
309385,Double-chambered bottle with mouse,Recuay artist(s),unknown,3th c. CE,other,592,625,0.95,-0.0003727231523953378,0.0055611166171729565,-0.8618305921554565,-0.2855473995635596
317877,Processional Cross,Northern Highlands artist,unknown,14th c. CE,other,477,625,0.76,-0.0001599462702870369,0.001142673077993095,-0.8122774362564087,-0.27043156981623423
13576,Embroidered Carpet,Zeruah H. Guernsey Caswell,female,19th c. CE,other,585,625,0.94,-0.016389327123761177,0.07023677974939346,-0.2766267955303192,-0.07425978096822898
897907,Armchair,Eliphalet Chapin,unknown,18th c. CE,other,468,624,0.75,-0.001432382152415812,0.01058281771838665,-0.5804333686828613,-0.19042764437229684
788188,Gold-inlaid Colt Model 1849 Pocket Revolver (serial no. 63306),Samuel Colt,male,19th c. CE,other,598,304,1.97,-0.08726127445697784,-0.008033514022827148,-0.09365838766098022,-0.0629843920469284
23944,Armor of Emperor Ferdinand I (1503–1564),Kunz Lochner,unknown,16th c. CE,other,353,625,0.56,-0.004823070019483566,0.041076209396123886,-0.2356930524110794,-0.06647997101147969
788195,"Gold-inlaid Colt Model 1851 Navy Revolver (serial no. 20133), with Case and Accessories",Samuel Colt,male,19th c. CE,other,600,344,1.74,-0.03146130219101906,0.02662874571979046,-0.1349278688430786,-0.0465868084381024
13565,Bed rug,N. L.,unknown,18th c. CE,other,593,625,0.95,-0.0066527994349598885,0.020136991515755653,-0.7130571603775024,-0.23319098943223557
814650,Vase (New World),Joseph S. Potter,male,19th c. CE,other,468,624,0.75,-0.0005057445378042758,0.01298005972057581,-0.6685729622840881,-0.2186995490337722
788174,"Smith & Wesson .44 Double-Action Frontier Model Revolver decorated by Tiffany & Co. (serial no. 8401), with Case and Cleaning Rod",Smith & Wesson,unknown,19th c. CE,other,600,455,1.32,-0.0024299854412674904,0.025152500718832016,-0.10283935815095901,-0.026705614291131496
20891,The Five Points,Unknown Artist,unknown,19th c. CE,painting,600,448,1.34,-0.005689791403710842,-0.004712093621492386,0.0011496588122099638,-0.003084075404331088
814649,Vase (Old World),Joseph S. Potter,male,19th c. CE,other,468,624,0.75,-0.0008640028536319733,0.020846039056777954,-0.7684187293052673,-0.2494788977007071
10367,View of the Tunnel of the Harlem Railroad,Nicolino Calyo,male,19th c. CE,other,600,409,1.47,-0.0028381063602864742,-0.0049781277775764465,-6.080244202166796e-05,-0.0026256788599615297
1668,Watercolor,Eugene B. Cunningham,male,19th c. CE,drawing_paper,472,624,0.76,-0.004055679775774479,-0.0011030128225684166,-0.528680682182312,-0.1779464582602183
14006,Water-lily textile,Associated Artists,unknown,19th c. CE,print,280,624,0.45,-0.015013439580798149,-0.03341067582368851,-0.5158774256706238,-0.18810051369170347
20615,Sampler,Julia Ann Fitch,female,19th c. CE,other,548,625,0.88,0.0057081785053014755,0.08948098123073578,-0.374397873878479,-0.09306957138081391
14047,Embroidered Sampler,A. H.,unknown,19th c. CE,other,595,625,0.95,-0.001782537205144763,0.003735230304300785,-0.8387616276741028,-0.27893631152498227
310599,Fish hacha,Classic Veracruz artist(s),unknown,7th c. CE,other,595,625,0.95,-0.007584617473185062,0.0180254764854908,-0.7152267098426819,-0.2349286169434587
308458,Spout-and-bridge bottle with fox,Topará artist(s),unknown,3th c. BCE,other,600,489,1.23,-0.0019454200519248843,0.016258927062153816,-0.7212235927581787,-0.2356366952493166
662967,Vessel with mythological scene,Maya artist(s),female,7th c. CE,other,468,624,0.75,-0.0023799301125109196,0.05201124772429466,-0.7005126476287842,-0.21696044333900014
312928,Neckless jar with complex scene,Paracas artist(s),unknown,4th c. BCE,other,468,624,0.75,-0.0032578525133430958,0.026192277669906616,-0.5703356862068176,-0.18246708701675138
701288,Yäʿğğ mäsqäl (hand cross),Northern Highlands artist,unknown,18th c. CE,other,387,625,0.62,-7.388192170765251e-05,0.0007698548724874854,-0.8210127353668213,-0.27343892080534715
308532,Tuber-inspired stirrup-spout bottle,Moche artist(s),unknown,6th c. CE,other,468,624,0.75,-0.0005323753575794399,0.010242484509944916,-0.7276038527488708,-0.23929791453216845
313256,Mirror-bearer,Maya artist(s),female,5th c. CE,other,454,624,0.73,-0.0006801064591854811,0.020778873935341835,-0.7601335644721985,-0.24667826566534737
310568,Bottle with deity,Wari artist(s),unknown,7th c. CE,other,465,625,0.74,-0.001216794247739017,0.017962049692869186,-0.5122813582420349,-0.16517870093230158
318345,Censer with seated king,Maya artist(s),female,4th c. CE,other,499,624,0.8,-0.00011354393063811585,0.0012934933183714747,-0.8183532953262329,-0.27239111531283317
313267,Kero (beaker),Inca artist(s),unknown,15th c. CE,other,600,602,1.0,-0.00011940166587010026,0.00024338030198123306,-0.8768187761306763,-0.292231599164855
310221,Gourd-shaped bottle,Topará artist(s),unknown,3th c. BCE,other,599,468,1.28,-0.0009110250975936651,0.004600323271006346,-0.7539664506912231,-0.2500923841726035
316846,Kero (beaker),Peruvian artist(s),unknown,17th c. CE,other,540,625,0.86,-0.0001407111412845552,0.0018321741372346878,-0.8234110474586487,-0.27390652815423283
308565,Stirrup-spout bottle with mountain sacrifice scene,Moche artist,unknown,6th c. CE,other,429,624,0.69,-0.001999279949814081,0.019017651677131653,-0.8690966367721558,-0.2840260883482794
316847,Kero (beaker),Peruvian artist(s),unknown,17th c. CE,other,487,624,0.78,-0.00010291204671375453,6.89237640472129e-05,-0.9425786733627319,-0.31420422054846614
310542,Whistling vessel,Maya artist(s),female,5th c. CE,other,480,624,0.77,-0.0012510939268395305,0.015365727245807648,-0.7530768513679504,-0.24632073934966078
316274,Plate with trumpeter,Maya artist(s),female,8th c. CE,other,599,586,1.02,-0.003498750738799572,0.051399361342191696,-0.5503213405609131,-0.16747357665250698
314217,Vessel with mythological scene,Metropolitan Painter,unknown,7th c. CE,other,462,625,0.74,-0.0027708644047379494,0.035339388996362686,-0.5711987018585205,-0.17954339242229858
313289,Hand with beaker,Inca artist(s),unknown,15th c. CE,other,599,426,1.41,-0.0006815486121922731,0.0066234576515853405,-0.6448837518692017,-0.21298061427660286
318662,Vessel with throne scene,Chamá artist(s),unknown,7th c. CE,other,499,624,0.8,-0.0019418993033468723,0.033612094819545746,-0.6625135540962219,-0.21028111952667436
313240,Relief with enthroned ruler,Chakalte',unknown,8th c. CE,other,600,606,0.99,-0.015140758827328682,0.1743529587984085,-0.042261067777872086,0.038983710731069245
310227,Double-chambered bottle with monkeys,Topará artist(s),unknown,3th c. BCE,other,599,554,1.08,-0.0010347479255869985,0.011045907624065876,-0.7560498714447021,-0.24867957058207443
733038,Arganonä Maryam (The Organ of Mary) prayer book,"Baselyos, also known as ""The Ground Hornbill Master""",unknown,17th c. CE,drawing_paper,555,624,0.89,-0.004065932240337133,0.006594158709049225,-0.29527685046195984,-0.09758287466441591
318674,Altar to the Sun Warrior,Mexico Nahua artist(s),unknown,15th c. CE,other,599,449,1.33,-0.0005983635783195496,0.010523704811930656,-0.6455197930335999,-0.21186481726666292
718242,Plate with the god Chahk,Maya artist(s),female,7th c. CE,other,599,587,1.02,-0.0011085973819717765,0.013457972556352615,-0.505986213684082,-0.16454561283656707
313262,Deity figure,Maya artist(s),female,3th c. CE,other,475,624,0.76,-0.0008657496073283255,0.028841674327850342,-0.4076900780200958,-0.12657138443319127
309713,Yoke-form vessel,Maya artist(s),female,4th c. CE,other,498,625,0.8,-0.000929453584831208,0.011241456493735313,-0.828852117061615,-0.2728467047175703
307598,Eagle relief,Toltec artist(s),unknown,10th c. CE,other,599,553,1.08,-0.0009532972471788526,0.006287951488047838,-0.7789067625999451,-0.25785736945302534
310513,Ornament,Maya artist(s),female,5th c. CE,other,599,319,1.88,-0.0016924425726756454,0.0018918078858405352,-0.25448206067085266,-0.08476089845256259
317760,Pair of carved ornaments with the Maize God,Maya artist(s),female,5th c. CE,other,599,359,1.67,-0.004905217327177525,0.04927017167210579,-0.4569588899612427,-0.1375313118721048
316709,Nose ornament,Vicús artist(s),unknown,2th c. BCE,other,600,453,1.32,-0.0015668675769120455,0.009621630422770977,-0.7634084224700928,-0.25178455320807797
307602,Prayer book with case (mahdar),Wäldä Maryam,unknown,19th c. CE,other,496,624,0.79,-0.0011482784757390618,0.0016593981999903917,-0.09057112783193588,-0.030020002702561516
312581,House model,Nayarit artist(s),unknown,3th c. BCE,other,484,624,0.78,-0.0008581899455748498,0.014352592639625072,-0.7381449937820435,-0.2415501970293311
309958,Bead,Moche artist(s),unknown,3th c. CE,other,600,596,1.01,-0.00019044583314098418,0.00580700533464551,-0.7113369107246399,-0.23524011707437845
310498,Standing figure,Mezcala artist(s),unknown,4th c. BCE,other,380,624,0.61,-0.00040228519355878234,0.0025088884867727757,-0.31212157011032104,-0.10333832227236901
126673,Pin (ttipqui),Peruvian artist(s),unknown,19th c. CE,other,271,624,0.43,-0.0005019874079152942,0.0009513857075944543,-0.8757295608520508,-0.2917600541841239
310467,Modified celt-pendant with incised motifs,Olmec artist(s),unknown,10th c. BCE,other,451,624,0.72,-0.0015911608934402466,0.009748272597789764,-0.42662757635116577,-0.1394901548822721
929079,Orchids and Rocks,Yi Ha-eung,unknown,19th c. CE,drawing_paper,468,624,0.75,-0.01269988901913166,0.04747012257575989,-0.20037536323070526,-0.05520170989135901
49068,Bamboo in Snow,Dapeng Zhengkun (Taihō Shōkon),unknown,18th c. CE,drawing_paper,322,624,0.52,-0.00446812529116869,0.027620702981948853,-0.31300246715545654,-0.09661662982155879
49179,Landscapes,Shitao (Zhu Ruoji),unknown,17th c. CE,drawing_paper,599,415,1.44,-0.007774656638503075,0.02806493267416954,-0.09105011075735092,-0.023586611573894817
39901,Night-Shining White,Han Gan,unknown,8th c. CE,drawing_paper,600,450,1.33,-0.0017810938879847527,0.008621012791991234,-0.48964640498161316,-0.16093549535920224
701293,Poems from the Pavilion of True Meaning,Zhou Lianggong,unknown,17th c. CE,drawing_paper,600,450,1.33,-0.005249896086752415,0.03342630714178085,-0.12347491085529327,-0.031766166600088276
39931,Landscapes,Dai Benxiao,unknown,17th c. CE,drawing_paper,490,625,0.78,-0.013223282061517239,0.044231463223695755,-0.04505074396729469,-0.004680854268372059
45258,Bamboo in the Four Seasons,Tosa Mitsunobu,unknown,15th c. CE,painting,600,283,2.12,-0.009673574939370155,0.07082703709602356,-0.1378534734249115,-0.025566670422752697
53222,Musk Cat,Uto Gyoshi,male,16th c. CE,drawing_paper,468,624,0.75,0.001923716627061367,0.00513659929856658,-0.08031130582094193,-0.024416996631771326
44918,Rough Waves,Ogata Kōrin,unknown,17th c. CE,painting,599,534,1.12,-0.01485369261354208,0.10919702798128128,-0.062116991728544235,0.010742114546398321
73159,Portrait of Li Xiangjun,Cui He,unknown,19th c. CE,drawing_paper,304,623,0.49,-0.003914578352123499,0.025159627199172974,-0.11135774850845337,-0.030037566553801298
816189,"”Abiding nowhere, the awakened mind arises”",Musō Soseki,unknown,14th c. CE,drawing_paper,356,623,0.57,-0.011392389424145222,0.016300279647111893,-0.04935675486922264,-0.014816288215418657
53408,White Plum Blossoms and Moon,Itō Jakuchū,unknown,18th c. CE,drawing_paper,468,624,0.75,-0.0016302677104249597,-0.0044974712654948235,-0.31783968210220337,-0.10798914035937439
53449,Six Jewel Rivers from Various Provinces,Utagawa Hiroshige,unknown,19th c. CE,drawing_paper,469,625,0.75,-0.0296243317425251,0.4544883966445923,-0.038583412766456604,0.12876021737853685
36131,Landscapes with poems,Gong Xian,unknown,17th c. CE,other,600,415,1.45,-0.05705645680427551,0.14836038649082184,-0.016794439405202866,0.02483649676044782
76084,The Bodhisattva Jizō,Intan,unknown,13th c. CE,other,468,624,0.75,-0.0002256912994198501,0.011043068021535873,-0.6108621954917908,-0.20001493958989158
39668,"Old Trees, Level Distance",Guo Xi,unknown,11th c. CE,drawing_paper,600,320,1.88,-0.011773777194321156,0.014803644269704819,-0.10673362016677856,-0.034567917697131634
57206,Flower Baskets and Farmer's Hat,Shibata Zeshin,unknown,19th c. CE,drawing_paper,471,624,0.75,-0.012795286253094673,0.006368361413478851,-0.18750755488872528,-0.0646448265761137
40080,Fragrant Snow at Broken Bridge,Wang Mian,unknown,14th c. CE,drawing_paper,332,624,0.53,-0.012974348850548267,0.010395318269729614,-0.11868415027856827,-0.04042106028646231
53458,Lingering Rain over Half the Village,Urakami (Uragami) Gyokudō,unknown,18th c. CE,drawing_paper,600,450,1.33,-0.0058706291019916534,0.014785008504986763,-0.27542179822921753,-0.08883580627540748
888663,Handscroll of Ten Homoerotic (Nanshoku) Scenes,Miyagawa Chōshun 宮川長春,unknown,18th c. CE,drawing_paper,600,403,1.49,0.004053761251270771,0.01367677841335535,-0.20433638989925385,-0.062201950078209244
36436,Landscapes,Zhang Feng,unknown,17th c. CE,drawing_paper,600,406,1.48,-0.028979036957025528,0.040589578449726105,-0.005661908537149429,0.0019828776518503823
44634,Drunken Asaina,Katsushika Hokusai,unknown,19th c. CE,drawing_paper,600,450,1.33,-0.0019456641748547554,0.014304579235613346,-0.6348970532417297,-0.20751271272699037
49467,Cat and Butterfly,Xugu (Zhu Huairen),unknown,19th c. CE,drawing_paper,374,624,0.6,-0.005781310144811869,0.0023937011137604713,-0.314311146736145,-0.10589958525573213
53427,Six Jewel Rivers,Sakai Ōho,unknown,19th c. CE,drawing_paper,599,335,1.79,-0.002935892902314663,0.01845691353082657,-0.0614757239818573,-0.015318234451115131
752005,"Welcoming Descent of Amida, the Buddha of Infinite Light, and His Holy Retinue",Unidentified artist,unknown,14th c. CE,drawing_paper,358,625,0.57,-0.00299259927123785,0.036300044506788254,-0.3329782783985138,-0.0998902777209878
59025,Pavilion amongst Wintry Trees after Ni Zan,Qi Zhijia,unknown,17th c. CE,drawing_paper,290,623,0.47,-0.01025601476430893,-0.0008592866361141205,-0.12946683168411255,-0.046860711028178535
860963,Mending clothes by daylight,Unidentified artist,unknown,13th c. CE,drawing_paper,468,624,0.75,-0.011476192623376846,0.0651576891541481,-0.19300226867198944,-0.04644025738040606
41193,Crows in Old Trees,Luo Zhichuan,unknown,14th c. CE,drawing_paper,443,624,0.71,-0.009173845872282982,0.0377165824174881,-0.12263205647468567,-0.03136310664316019
663886,Portrait of Yinyuan Longqi (Ingen Ryūki),unidentified artist,unknown,17th c. CE,drawing_paper,310,623,0.5,-0.0013794824481010437,0.004945460706949234,-0.11040879786014557,-0.03561427320043246
49156,"The Kangxi Emperor's Southern Inspection Tour, Scroll Three: Ji'nan to Mount Tai",Wang Hui,unknown,17th c. CE,drawing_paper,599,274,2.19,-0.003329940140247345,0.0020787278190255165,-0.018816789612174034,-0.006689333977798621
49177,Outing to Zhang Gong's Grotto,Shitao (Zhu Ruoji),unknown,17th c. CE,drawing_paper,599,397,1.51,-0.006562225520610809,-0.007256712764501572,-0.008245936594903469,-0.007354958293338616
65555,Landscapes,Xiao Yuncong,unknown,17th c. CE,drawing_paper,483,624,0.77,-0.017208311706781387,0.03494986519217491,-0.19059425592422485,-0.05761756747961044
49456,Herbaceous Peony,Hu Yuan,unknown,19th c. CE,drawing_paper,599,361,1.66,-0.0010667596943676472,0.06405815482139587,-0.1856795698404312,-0.04089605823780099
49187,Wangchuan Villa,Wang Yuanqi,unknown,18th c. CE,drawing_paper,599,353,1.7,-0.004863967653363943,0.06153760850429535,-0.047556329518556595,0.0030391037774582705
705076,Drawings and Poems by Various Artists,Shokusanjin (Ōta Nanpo),unknown,19th c. CE,drawing_paper,307,625,0.49,-0.0059111230075359344,0.014658241532742977,-0.15142571926116943,-0.04755953357865413
49173,Returning Home,Shitao (Zhu Ruoji),unknown,17th c. CE,drawing_paper,396,625,0.63,-0.00554213672876358,0.008538358844816685,-0.08798867464065552,-0.028330817508200806
49241,Ink bamboo,Li Shan,unknown,18th c. CE,drawing_paper,375,624,0.6,-0.0048774490132927895,0.022280652076005936,-0.24202324450016022,-0.07487334714581569
57344,White Poppies on Gold Ground,Ogata Kōrin,unknown,17th c. CE,painting,599,319,1.88,-0.008877847343683243,0.038202304393053055,-0.24846167862415314,-0.07304574052492778
57805,"Random Sketches by Hokusai, Volume 12",Katsushika Hokusai,unknown,19th c. CE,drawing_paper,505,624,0.81,-0.0036013221833854914,0.026639757677912712,-0.011786804534494877,0.0037505436533441148
41057,Woman Admiring Plum Blossoms at Night,Suzuki Harunobu 鈴木春信,unknown,18th c. CE,drawing_paper,410,624,0.66,-0.011384546756744385,0.10638678073883057,-0.053654372692108154,0.013782620429992676
57569,Picture Book of Crawling Creatures (The Insect Book) (Ehon mushi erami) 画本虫撰,Kitagawa Utamaro 喜多川歌麿,unknown,19th c. CE,drawing_paper,599,459,1.31,-0.001808783388696611,0.005797802470624447,-0.31105926632881165,-0.1023567490822946
459028,Portrait of Alvise Contarini(?); (verso) A Tethered Roebuck,Jacometto (Jacometto Veneziano),unknown,15th c. CE,painting,440,625,0.7,-0.003286527469754219,0.018220700323581696,7.195724174380302e-05,0.005002043365190427
459254,Self-portrait,Simon Bening,male,16th c. CE,painting,442,624,0.71,-0.0009874034440144897,0.01055719330906868,-0.07999560236930847,-0.023475270834751427
459249,"Tabernacle House Altar with the Adoration of the Shepherds, the Adoration of the Magi, and the Annunciation.",Reinhold Vasters,male,16th c. CE,other,468,624,0.75,-0.00047993657062761486,0.01742122322320938,-0.5403764247894287,-0.17447837937894897
459027,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",Jacometto (Jacometto Veneziano),unknown,15th c. CE,painting,435,624,0.7,-0.0020296163856983185,0.03306043893098831,-0.0012287248391658068,0.009934032568708062
459080,Erasmus of Rotterdam,Hans Holbein the Younger,male,16th c. CE,painting,482,624,0.77,-0.0034942771308124065,-0.00014999695122241974,-0.006357413250952959,-0.0033338957776625953
458967,Saint Anthony the Abbot in the Wilderness,Sano di Pietro (Ansano di Pietro di Mencio),unknown,15th c. CE,painting,456,624,0.73,-0.0010190221946686506,-0.006819017231464386,-0.015684200450778008,-0.007840746625637015
459061,"Christ Carrying the Cross, with the Crucifixion; The Resurrection, with the Pilgrims of Emmaus",Gerard David,male,16th c. CE,painting,430,624,0.69,-0.01729051023721695,0.12244545668363571,0.006072488613426685,0.03707581168661515
458979,Madonna and Child,Sano di Pietro (Ansano di Pietro di Mencio),unknown,15th c. CE,painting,446,624,0.71,-0.00028451159596443176,0.23136481642723083,-0.013267413713037968,0.07260429703940947
459055,The Annunciation,Hans Memling,male,15th c. CE,painting,456,624,0.73,-0.0024012369103729725,0.03680874779820442,-0.01415729895234108,0.006750070645163457
458971,The Creation of the World and the Expulsion from Paradise,Giovanni di Paolo (Giovanni di Paolo di Grazia),male,15th c. CE,painting,600,534,1.12,-0.042960431426763535,0.1900634914636612,-0.256955087184906,-0.03661734238266945
459062,Archangel Gabriel; The Virgin Annunciate,Gerard David,male,16th c. CE,painting,430,624,0.69,-0.007541520521044731,0.05681920051574707,-0.02644721418619156,0.0076101552695035934
459008,The Crucified Christ between the Virgin and Saint John the Evangelist,Lorenzo Monaco (Piero di Giovanni),male,15th c. CE,painting,308,623,0.49,0.012597691267728806,0.043557871133089066,-0.037167493253946304,0.0063293563822905225
458972,Madonna and Child with Saints Jerome and Agnes,Giovanni di Paolo (Giovanni di Paolo di Grazia),male,15th c. CE,painting,489,624,0.78,-0.0027578622102737427,0.03883964568376541,-0.0171673521399498,0.006304810444513957
458998,The Assumption of the Virgin,Bernardo Daddi,male,14th c. CE,painting,599,479,1.25,-0.010130439884960651,0.10604032874107361,-0.1313391625881195,-0.01180975791066885
458964,Madonna and Child Enthroned with Two Donors,Goodhart Ducciesque Master,unknown,14th c. CE,painting,369,624,0.59,-0.0019175686175003648,0.0016471538692712784,-0.11756453663110733,-0.03927831712644547
459133,The Adoration of the Magi,"Italian, Neapolitan Follower of Giotto",unknown,14th c. CE,painting,443,625,0.71,-0.0018996004946529865,-0.006612936966121197,-0.1841413974761963,-0.0642179783123235
459253,Holy Face,Gerard David,male,15th c. CE,painting,376,624,0.6,-0.010010136291384697,0.010843627154827118,-0.03958798199892044,-0.012918163711826006
458978,Coronation of the Virgin,Giovanni di Paolo (Giovanni di Paolo di Grazia),male,15th c. CE,painting,461,624,0.74,-0.008893538266420364,0.01025164034217596,-0.055622171610593796,-0.0180880231782794
459065,Virgin and Child,Master of the Female Half-Lengths,unknown,16th c. CE,painting,475,624,0.76,-0.0040208627469837666,0.03868987038731575,-0.006184162572026253,0.00949494835610191
459136,Madonna and Child,Simone Martini,female,14th c. CE,painting,457,624,0.73,-0.0029661748558282852,0.10916375368833542,-0.010598341934382915,0.03186641229937474
459016,The Annunciation,Botticelli (Alessandro di Mariano Filipepi),unknown,15th c. CE,painting,600,394,1.52,-0.008884640410542488,0.06368093192577362,-0.007885267958045006,0.015637007852395374
458953,Saint Ansanus,Simone Martini,female,14th c. CE,painting,457,624,0.73,0.00926442351192236,0.018874075263738632,0.0001275511458516121,0.009422016640504202
458970,Saint Ambrose,Giovanni di Paolo (Giovanni di Paolo di Grazia),male,15th c. CE,painting,391,624,0.63,0.012277585454285145,-0.016328170895576477,-0.044869694858789444,-0.016306760100026924
459079,Mary of Burgundy,Master H.A. or A.H.,unknown,16th c. CE,painting,431,624,0.69,-0.0007684014271944761,-0.043239958584308624,-0.09541352093219757,-0.04647396031456689
459053,Virgin and Child,Hans Memling,male,15th c. CE,painting,461,624,0.74,-0.004335071891546249,0.14236542582511902,-0.006254187319427729,0.04392538887138168
459007,The Nativity,Lorenzo Monaco (Piero di Giovanni),male,15th c. CE,painting,599,400,1.5,-0.018012631684541702,0.13442158699035645,-0.15233294665813446,-0.011974663784106573
459071,Portrait of a Woman,Netherlandish or French,unknown,15th c. CE,painting,454,624,0.73,-0.001965489238500595,0.026505259796977043,-0.03641773387789726,-0.003959321106473605
459073,Virgin and Child with a Dragonfly,Master of Saint Giles,unknown,15th c. CE,painting,437,624,0.7,-0.008262956514954567,0.09621906280517578,-0.008509418927133083,0.026482229121029377
458963,"Madonna and Child Enthroned with Saint John the Evangelist, Saint Peter, Saint Agnes, Saint Catherine of Alexandria, Saint Lucy, an Unidentified Female Saint, Saint Paul, and Saint John the Baptist, with Eve and the Serpent; the Annunciation",Paolo di Giovanni Fei,male,14th c. CE,painting,425,624,0.68,0.004550233483314514,0.07460270822048187,-0.004119990859180689,0.0250109836148719
459057,Saint Christopher and the Infant Christ,Dieric Bouts,unknown,15th c. CE,painting,452,624,0.72,0.008586635813117027,0.20432156324386597,0.014707257971167564,0.07587181900938351
459058,The Adoration of the Christ Child,Master of Frankfurt,unknown,15th c. CE,painting,444,624,0.71,-0.002533127786591649,0.03141390159726143,-0.04124228656291962,-0.004120504250749946
459078,Nymph of the Spring,Lucas Cranach the Younger,male,16th c. CE,painting,600,453,1.32,0.02002635970711708,0.1698487550020218,0.0039693936705589294,0.06461483612656593
459257,Saint Michael,Pietro di Giovanni d'Ambrogio,male,15th c. CE,painting,285,623,0.46,0.004408921115100384,0.04381776973605156,-0.042998045682907104,0.0017428817227482796
459134,Madonna and Child,Lippo Memmi (Filippo di Memmo),unknown,14th c. CE,painting,313,624,0.5,-0.0022506210952997208,0.04819267988204956,-0.10199717432260513,-0.018685038511951763
458981,Madonna and Child Enthroned with Two Cherubim,Sano di Pietro (Ansano di Pietro di Mencio),unknown,15th c. CE,painting,307,623,0.49,-0.00029496103525161743,0.019355595111846924,-0.07921680063009262,-0.02005205551783244
459005,The Crucifixion,Andrea di Cione (Orcagna),female,14th c. CE,painting,418,624,0.67,-0.011582678183913231,0.028752334415912628,-0.04613220691680908,-0.009654183561603228
459059,The Holy Family,Joos van Cleve,unknown,16th c. CE,painting,422,624,0.68,-0.015460300259292126,0.06064797565340996,-0.02178635634481907,0.0078004396830995875
458954,Saint Mary Magdalen,Lippo Memmi (Filippo di Memmo),unknown,14th c. CE,painting,376,625,0.6,-0.00043559540063142776,-0.011782556772232056,-0.1456492394208908,-0.052622463864584766
